Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date,SLA_Postal,SLA_Latitude,SLA_Longitude,SLA_Address,SLA_Building,SLA_Road_Name,SLA_Search_Query,SLA_Status,SLA_Missing_Fields,SLA_Is_Complete,Jigtech_Search_TOP_Year,Jigtech_Search_Status,Jigtech_Search_Query_Masked,Jigtech_Search_Log_Encrypted,Jigtech_Search_Source_URL,Building_Age_Years,Nearest_MRT_Distance_KM,Nearest_MRT_Name,Nearest_Supermarket_Distance_KM,Nearest_Supermarket_Name,Nearest_School_Distance_KM,Nearest_School_Name
ESPARINA RESIDENCES,COMPASSVALE BOW,19,Executive Condominium,2.0,"3,400",70 to 80,800 to 900,Feb-22,544998,1.381892863220287,103.8913744130347,111 COMPASSVALE BOW ESPARINA RESIDENCES SINGAPORE 544998,ESPARINA RESIDENCES,COMPASSVALE BOW,ESPARINA RESIDENCES Singapore,matched,,True,2013,matched,[masked:b9cab2793a85],gAAAAABqkEP4uIrv2ho0HKb2qw7DdQq7eGzOzpQJmSKsp5nVBRQW6GMyN9lgTU1KLofAZn0dD-eHekD7oIVJpgWLoYWmxdjvqYN0rMfkcw1uWOoBH6bg2JG7l-6jD7j0dduuTFJKi13_xwwdQPLvVUJSKlrEamQtWUR-UuoGzka5_Zo2ntzlWwQSd499C8I-U-2HJ3abXimOpSQqiwa-5dMwGDgr7_tHEjn_FKG4FUam5hsl_D0PKWUjNSVPiwppQsUKGbIoYw1ISrC7zAuHuk5mkxBbYxTULyUY4x7KuuxWWpuMFf82Sf_y7VpEjWRooeIUyNWZJWPHRsFtsXxWYnUNmxg89eEjRHHDHhc0TcsZ942IsGZcli9HqKcyqY09PfbSU5DGVAbOZCRddZZOt19JlItL9SA3vDYutOWcE6PKcWDX5Dt884fm0P-_Xf7FlR0XY0X-xmM6LNtaBHm9cwG0FOxYgm5u7ukLxERda4WNyDx4z9doSitnZu7LiNYFkftdmkJfW92qZyDlDTdGC1-uQYcaFgHXyuMLedtbE7YrToIlEixJHXrUB9WpPE3rN6thLCfO4M0nTDEIkLbuM8EEzEaDTuU_p7tYN3ofc8ZqB1h9zQYljTourUvYLT_U7nD4WJ2D-liJvad9L6JuBq4Axp9CUdUm7XE5tKp0opSx8pGJqO-uOiJGR8XJIEPE4CPwJ3L5zYtwX0nh7pUMC6VVsPLChjlvCnCZB2bJueFHnLy7J3BExPXoQpmNZ0S92Jeau0gapZEFwVxr2ulTsNV6nB12rSu4lzWCqPh7pSxvePxr_u86IPLswwGY_onEViZ2fcSHORF-zDNbD6seG8BmBriQ0tcX3TOomHnN_Nmua52a3clWC5bPx9kdsrfFVBk003wUfXDyg8b9QqKIS9lMix5-uQltrit_xTIikwaSJwWBfxlJK3ZJnPr_pfvsz6A-NDMkMPidNpdQu3mbHchlTJNsUY8vMvm9RUFsnW3v4Cunexksjx1RoBvT1xPNfX_6KpqzXhJnq_LLOwXAF_MXgiWZaZiy1MnzHNRByvQC8NcxdkhuH5d7IoVE11nbU6UZ_RgFIjd5,https://www.edgeprop.sg/condo-apartment/esparina-residences,13,0.54,RENJONG LRT STATION (SW8),1.3,FAIRPRICE RIVERVALE PLAZA,0.87,NORTH VISTA SECONDARY SCHOOL
THE CANOPY,YISHUN AVENUE 11,27,Executive Condominium,2.0,"2,500",80 to 90,800 to 900,Feb-22,768859,1.424171198679278,103.8479605302174,73 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768859,THE CANOPY,YISHUN AVENUE 11,THE CANOPY Singapore,matched,,True,2014,matched,[masked:35bff99f9780],gAAAAABqkEP-Vgu2y4fr0jtcZWqpMhjQzRqgTQg0E7NGm0Zgr7AqHhc3qrrfWMFnxmSX6QvTDNM1FeRf0dZ70wVo_BtpQgQVI6C2u37w8mp86zpt2Ij2VOKo4x5O06Ysx-o1SS_otG-UXw1lAb1QeWldiw3ySd9umvBGlVQIECTnqdIGB6CSMlCrpaz_kM3V8yNz1EmJzyEc4DDBuwIVBtMn7jZuxhJtnf-IDiy5YUKZkTjUss--6Fuk80fnO1bJk65sJvoILqAONFI1jaKEZocfzRVPdWDm68VNHXDtg7jX9tcubtbe8j7DLJvhv4z9zTJj-c-Pg1WhlC2PaJ7jaURJR44LivhDOBcoezSSKRCTTNIKb2W65IL62aD2w97Q7VkayMPxye6IB5CqFrJ_-O8dhjIsFs0LbBciJJGXSXyItdiFRQVhE9GSwhIWQYv6X885P4qdEvCIoNE9LOi50G_ShYbmwMPIx9Xr2Jmu_a82dVlgVQIDnFo_9UZgJhzDrvoAq7XXIODsLx_kilVovvLONTgfrj_esP8lZRaHzUeI5m12Y72NKpqs3xilUJ8dgHZmqgcHweydMNMQTZlg-PXIc2MlAJoj9XkkxM2UKD8aipGSsWa48uOTS6fAJHnxRtdF2GKivDV8Vsx7NwHPb9_L4DsZBvsiJ7DoGuY9m2-65fHFnbhWyIhONWA564VLkqcxA6byjuJm2O3YmXkYpFmGcNZEcrORV30DpwPBVPucaywYeBG7YFUrwTVNt4_hY6ZFAUlksLppjmB4iJYQzG6YKUmfPEjuVeij2fUuRLZx3xnkPOonHhZuIpUcZFT_HXyUqup90NCwtXMVr7gHEtErY3eYRw4iFYFdLwDRsRfp2Ya4hOlIf9FLNwjh2lBPgYTg635Xw2UKmhagxJe__ZnmgGypfWVJOGxDNxmxlfDEiE46x26mYMhVghZMpWj58WsgAlSb5YaOIQUD3QSy9qsCIuXVNNb9b-nQWsS7MdRyzTNMaGL2szabZMjVEbMKacMD1Fu9p-HQzRWKCqm9v_IedoM3PEeS_Mtp3_c1F_KGbUmZri-j7rQ=,https://propertyguru.com.sg/listing/23574348/for-sale-the-canopy,12,1.55,YISHUN MRT STATION (NS13),2.87,FAIRPRICE CANBERRA PLAZA,0.86,NORTHLAND PRIMARY SCHOOL
NORTHOAKS,WOODLANDS CRESCENT,25,Executive Condominium,3.0,"3,000",120 to 130,"1,200 to 1,300",Feb-22,738081,1.444875695936639,103.8060257084837,20 WOODLANDS CRESCENT NORTHOAKS SINGAPORE 738081,NORTHOAKS,WOODLANDS CRESCENT,NORTHOAKS Singapore,matched,,True,2000,matched,[masked:38702abaa98a],gAAAAABqkEP_gsAP00UAreywUmBEXttxedWsCcIAjzIqsAW5QXNTVNTVHQkMVsvlSY9nDMRZVc7IuJTg7x3m9eO1YGS_w4LXdNl34e3fd0ZH_t0JJv4-c5ww8rSNeE3-zCuy-6tofzsTmTRJiYjQJxSTt-D6ZBsCW1Q1lK4v7r4dcup1bJZkTbb3BMZprW-XvqMuEk6sUNdx37Ly2AqviueUtasdLjX53Xi2bV6C1MREBG1K5cUgx37urAaR1laMDiloNAGbx0wD1uQvhiUEBe_aGhKhjJUa6ysV5TywVlQX-GSHS0pzggqKIBYLOB__4Dxd6j9MZskb3YuYzvgwMAw8C1pa6uait5rwJAzNgdlgF1vo0C6f2eKLbbZM_WTAsutMweR-6lybdd76uoFBAc7_SqTX5rWV20hGBNKWy92jTwJxp-3OaYkEs28A90tcQvRg9Ga-t3Vhb3FTGJXpG0CfSXJ3S1caCbHW2XdW9ZONV_r2e9G3XYZQ7OYES-JP7UaMZS6u_Owvz4nHGQIjzwuIzZ9uxc7o7kZCi5sClCZ7gDSN-UKc0ujRgKrbrYQhOzZNYEcwrgcDIsBJ5Dbd4QPkP1w5mxzf--TN8QWu9gUsPzNML7M2EB1wjN6yH7Wnps7raTg9u6rJualqVTPgMUTwYRTe3qk3U4aslC0iiHyXg4N9AbbvPR0yIjem7cPHn6juR9bjSIqXIP1HaAT-knhzlDY_OyD-S8JMEKYjefSJMjWPRgxOB_CvhQp7TbuybNwPdDQ6BxiBI6Zcv6rlwFtC2bN81MFHn5gf9WQDBo667PP28WXPb2gFVh9WKr928rJAbOgDzu20K2Xt19StC0-tXAQ_U6oIw0ga66IipwFMAUS6CLJIbMMgENnOX2tMV-mlcJWWh1oxlkVakjUOyilZuEJmxdHv9OqENd8d_GFW-nrGj8kSfTEhUj7eNvY9kZV19m_IQjnxhky3dQMhCt57KBFes2iyBKNfai8WesECFPD7UMBtp7V2gfHq886krG3N-n7LT8vVeO9LEQGzeNPdYy0HJR82xHBmIyxtVyROmrbJrXyEvIk=,https://www.99.co/singapore/condos-apartments/northoaks,26,0.74,ADMIRALTY MRT STATION (NS10),1.76,GIANT SUPERMARKET WOODLANDS NORTH PLAZA,0.71,ADMIRALTY PRIMARY SCHOOL
THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3.0,"5,000",110 to 120,"1,200 to 1,300",Feb-22,648351,1.351018055432167,103.6971903329932,218 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648351,THE FLORAVALE,WESTWOOD AVENUE,THE FLORAVALE Singapore,matched,,True,2000,matched,[masked:9073ef186063],gAAAAABqkEP82BQrN4AzazXmMkxummNTFEh9EEFH2XplyTgrugJ1uNBtKdYPE2peTlAfnhgme2M8_lYpuvMV0-iIJWeUEnf5PQMBRqMIizJAmazhgx5JmiugHNEYgsITlAH3rfJkwEBJ104qe__OkZH7gjgXa8OO5gvTQzU28w0r_CFBchglQVlJ-kRVgia0I3oGgRaSlUP0MflPpNNb30aDiioW148ZM4kAcrhD4bbS740l3mLeARvzA1pEvOfgfVVPOOPObwYF7hu5b8OnIC1L4tA0eUI70zDn9t9D1ttrSVznM6NawCE3KKZLypFf7gALTGNJPBWnJoXfxiih2_6e-aMcbcXpgFJNYLMgDDf2n4kIMAyBkWwbZ37N81pMT5vHuh-p_9oL3lF06R17RkDOZ2wIGO88JsEbs52Yn_lkxqBIBQJaOxOuHdW-sdNJAkyUlBgVTo0ToU2SEsXx4k2pLAv-bpjrmFxRp12Y_yOTO6NZ-YC1VBWg0Zcr5hbcG4oNUka9EJaJnSMj-FcQS1uCuiESl-8o1hSkYCzwXW08rKENGQWLEPaOLRpgL0BaZLLXCfSQ3n8FyDt3GOzujdWDMAFW7RZn2cygDTEDMy9lDLdx_REYGkU8WpJWxHlxjDtrSmKLzLKy7O151MyY6_lLFFeF8K3dtw_miCaahr-zGcxJghEEebNeKik2C-3lhkEv00Gqj5BC6-LAIQR7aU8aW1QTkZpxICRdiBH5fVb1VnnFcYPqCukmTGhcQ5wWpNqywQyRINuP2LZPYrCLlEijVaGhcfaWMNIT-O7qbnKesmt-7AX2isPFsYLII5UdWtAlqekd-njR8Oary5-h6afF64Rv54htXxUD_m796_Zwk694z1eyAAqPb844DitFpMGsNvxNTPZsh86uzcIgYLBUDvvZJBlreIw64lqPXZqqfillodjyVclc-Dq4b4AU-RAHinb22sYNywmTjnrwVpAJwroVux8DeZxUmN0VZV3yrFdna1YpIqUvOlsWpgQdr3LdNp73u__wiIcGG4Qt-kB9KkjBC2qgCXjXk4IuSp2MyMcPymXznhg=,https://www.singaporeexpats.com/singapore-property-pictures/condo/the-floravale.htm,26,1.7,BOON LAY MRT STATION (EW27),3.12,NTUC FAIRPRICE TAMAN JURONG SHOPPING CENTRE,0.59,WESTWOOD SECONDARY SCHOOL
ARC AT TAMPINES,TAMPINES AVENUE 8,18,Executive Condominium,3.0,"1,933",110 to 120,"1,200 to 1,300",Feb-22,529595,1.349722447088601,103.9278360189049,3 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529595,ARC AT TAMPINES,TAMPINES AVENUE 8,ARC AT TAMPINES Singapore,matched,,True,2014,matched,[masked:8e3ff8c96f8c],gAAAAABqkEP40pnFH-74-Ltm4RghhRZ6KdBNyoFeiz130mavpWTYUBgIRwN6tzMB41YyBUpamHK3VL7QykwMBkNH0cUp35PviBIDMWbe87oZldFmdY4UX0_oZn-MnztKv1Xqh-pR9br7Vm1LWxQcjxRg7axXc5hftJ-JdQGo6QWVJysdwc4Nckk2oHKs5F2zdh-hdifLRjUmcKPrqvCXmduvUibD3575mi1Zu7oPnHqdu6M4tzyLnPzopOK8Ds9nvemYXOgQAzgq2wDoT6pYsBngWvqvuWjErOiWKsexFEzVdMT1IoYB29dHeqbNg_Tj3IJKBzN3EojWtm6_jeLgkueftSa042WToh1yuSjjxGFZaGWlkJhOOJugdYwHx6RPf3RgaUzc7QyZk__5-NRVRX4BxDvjtzsFNL5iqiBZkOs6jbO8MeO-w_J6MFRht7IU340pt9Yw5QAIUwT9R8JdS_IdNB5281jMKiZDyfTh5bbE_qVRUPaTYtIsP7Sf8oadT5I6IK5GQFz6f_OfS365AEK2R_cj-gHbfYoDUgubI6VjngOzBIepY3jD2Vnj3_xrml5RXeemAOl8FzGqQM5gDh6qx5A988VmS-pJ8EEsYiuWe_M1nZk9odNdg32YksCjrqxsgU_c5-Md33UXvxNacJ2_OKPFqgAlvoSNUXp7kW-qmWkpKyF7qC3lrQ1CVIPCpMYXjVntKspH5x4DeCjcg4RoPAlqiWVrG2W2lLlX33v3Ga65pf2c4A6xxGzeHlviAh42OK8BXAPljzMr_3mes2a5w-gJVTNVjw6hKaMet0DMOphx8WG2jsHW_J-nRPoPjlz6eQgicD_czZP2ZtHmltcOrNyri1wgeJm0wfF_pEn7Wb57WsjwB11qFqNvKvJfZQQfq7McTPq5msb7zwBvp3Ueg1vcjyIAB7kshVv2wi2ziGewAW7YLWSZxOR91CA7VgiVbslId-A1J1jLtG4V4IxjbX93RXAcmNUzMJGvT7LphIwVMjddrRdUGNqlemXceDjoalwx_EaSz0dHoTU6-iVIsbIvQPio9briLaJnKMIWuzipWoRXNcE=,https://99.co/singapore/condos-apartments/arc-at-tampines,12,1.27,TAMPINES WEST MRT STATION (DT31),0.99,NTUC FAIRPRICE TAMPINES CENTRAL COMMUNITY COMPLEX,0.28,SPRINGFIELD SECONDARY SCHOOL
SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,18,Executive Condominium,3.0,"2,900",90 to 100,"900 to 1,000",Feb-22,529861,1.341695381781125,103.9580807552141,1 SIMEI STREET 4 SIMEI GREEN CONDOMINIUM SINGAPORE 529861,SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,SIMEI GREEN CONDOMINIUM Singapore,matched,,True,1999,matched,[masked:34fc60c35cd0],gAAAAABqkEP0-Yl81yF7VDViNIpjSMenIUbjEq_IdeQ--GNWPTJ36feCMCv4yx2VDoqDyQfweEwhoOu9LBdk7kXDs4n56yU5vGW5zQ8f8OLnhly1YmBxuT2J6tKhvdu6weB-WGideFpZ-hFa0AuUxxv5EN21yD3JVPZZoEWbYjsx04xwBk85V5tfcBN8ZhhqowC8G2xz8cDpk9Sx8eCVlsh-LR-9ykUkH49HbM_HI0k1dyKkPsvGhE8uPb5EyAWdqd5gzxq9iL8WWCMFSxo3F4oLiXucXS8VRl2t8KK5TCHsdJRWqRx5e7f8mmzaHW2Tt4iw0AC1OnieMxP8F1k33cWlIv0mH9l-FbM2v2zFOR85ZCeb_0rbDu6XrrTim-oUMdhy51um_mvjQYyQeMmbZ_F10ig7727A3nkOQZFkp_E-Qf-AhXZxYFzw9nH94rwjGNkTRvYs582IoxznTcxjTxXQGHNKwGLePuLZv1C3R343FPcd04Lu7pZvY8J3b8MvypWorXh5T2v8k9LcfKcw7eG7e45BunjL2NpMRJo1ZB8iXaxn40-l9nl-KZBNt70a1VKX5yEPgqukiDo3USKqBhmz6AnRwLuiAmUYyK2nolkRl1XvcHwC3BJk5dyth3EMBiLrp5Dao37ctC_0DmoKvv1eALYrW-TzTlb2xd0GhGHIxmSUVQG1YMQ9vxGuqYaRNI7Eqq2Fx0qbwdytLtFG7pkq4Tf1XsAjDPZL2936CLuXNsFxoSPcIbSt9aMsQ2U9IxoVhKfTP9fMvHeZWzY78dQD0HJXVYXsAgIc1ldqAcpHWgHfXTqmbBpdXPHPRw0GXTsN7IXozblGbUAKCx0NwmduJXnSVjvDwrGuCwb_Xt2XYKHPVJ0zHEboocvtRvFwaE9sioLqFIxVSNo_apKk_XsOfDLa9rXbGw==,https://property.nestia.com/singapore-condo/Simei-Green/2270,27,0.55,SIMEI MRT STATION (EW3),2.91,SHENG SIONG LOYANG POINT,0.59,CHANGKAT CHANGI SECONDARY SCHOOL
THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3.0,"2,700",90 to 100,"1,000 to 1,100",Feb-22,529232,1.355981764391869,103.9594570848744,21 TAMPINES STREET 34 THE EDEN AT TAMPINES SINGAPORE 529232,THE EDEN AT TAMPINES,TAMPINES STREET 34,THE EDEN AT TAMPINES Singapore,matched,,True,2003,matched,[masked:5c910dc46f1f],gAAAAABqkEQAgxmQhezU1Lx9GZbrDn3la1upvf9N0cb8JOh7UmlnAxltYEqSC9kxn4BhfXGxdww8mengdkDgGviPASfHKSP9vZl_c3-LWyPZ0pToPFVj2qw5UaCt_rGhYzZlx9IFhy3pvZAik65kXwO7lNymFe_aPsKOqVwZBoKHXym2aapUoSc_0nsIFs99AOlBqe3GAxmNoCTnttn7_xeQeAd_KLIwFFzfam9AhfYaf-bGDqdiHF2Pbl_FV1mLKzC-vxXm-7WeQJ70ZPLwXaZk-_nRJgDRxV3_zIUqaPtWjzzM1xFSP_hS7UKow8i9xZ6mrlY_3Wu99ML8vrRBOhHrCYD-w-M6luf_ocahuRX8J-MogtrTMyaZsfGTnjiOwfRrXSe_RpFm6CYiJ9HYXDexLHnL8XskldC_oS28jUCX5fpmCv842TGxKIyqeL0Oy6SlRCdzoZey5bkhyGZOzHx-aLHWfMVAkoYhetPUA7-U656LCxZmN7-qdNCkXOg2KZdoeeSKdh83vx36qhXviMzAlw2KLp6kXNcZzdd1FSOun-1-wdlCHWypAn45Dr5czX1zNQuGOVzYRX4YFseB6_MXHZHx47xxL5yGrIJQR8vWhYdv8HxYFj-FXFj5YOBA4zTT3PAfdElF_dhWt1AHnVYDP5Pg2uQxlT2kZsEBnypyAzezMhPLtpGdZ2B5vBLfU_ydgrUaf-0fFMcNC-QT7XTH--5fTaYv7vponvW3BgOBUV2T6P_DNXyLFal5Fwx_RDqdE1qPsHmXszQztMBoM2e90qUjiS8JJ68PORppM1bE0-oxN0zn1BW_qq5xi2dX6QWumc4vOwg56MpzzHAOQcNudmscyS7yoXNuKOG_vCiDuzrxPPKV8D3a5e12U9MgGtCGKWXL36OUyiDTA8jahNj1PoF5u8iUIMT6ps9TLat1cYfOQXfnLJ8c6xzixUHXSP4wktZuB5DfPuw0dG1b9K_B-2sFDfSdnw0dYyMXMtMqmQIXhv-fKNfFgtSjfSRkapTsPfYLzUMY4tJzTWvHHpYuOuAKBS8PgNk69CbxOJoop1z18OIEfyJhjouDYe7n_L8O8cp4ikqF,https://www.99.co/singapore/condos-apartments/the-eden-at-tampines,23,0.54,TAMPINES EAST MRT STATION (DT33),1.35,SHENG SIONG LOYANG POINT,1.07,CHONGZHENG PRIMARY SCHOOL
THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,18,Executive Condominium,3.0,"2,900",80 to 90,800 to 900,Feb-22,528769,1.358923390077015,103.9404983837918,11 TAMPINES CENTRAL 7 THE TAMPINES TRILLIANT SINGAPORE 528769,THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,THE TAMPINES TRILLIANT Singapore,matched,,True,2015,matched,[masked:780853c434b4],gAAAAABqkEP3EOhkbooHN2I6Cf09I0VKpqjw4E7dKmobInYUbYa_lsf014SjJ3_t9_E0-hl8anIeZ0_HV1vWbHNglA64ytVEecxqRlwehEeZKw0GzDOg06VtUt_dIJq-eAKbnr_cGzNLxywXWVARTKwiNaYgiMpyflvT8rxlc7W6YE9tDIAteuk8DN4flNyTwMzMS8vbzBPICq7wE4CKxMErB6bgdAwdfG9iOTysynaEfC8p7lyYUUuVKwayQE_XpuDA-8xAZ69EOxaBEzWb22GSnbdTS8SlNwBrtun1Qp90sLk650GivejeOpeZ9NB35tw4bKqNG4T2WebJkxajOmXJXT3dgmBmuX2EAJdcIxvh_Q6au7CVQ_Uytz0aHTaya2bza4FbHwjK-Mb01xOf5mB6o_FwcEh8-r5kNv7naeGnQpBEdTc_Py76IrshswIKjmTNVf7yqxV9SyKgbS9XzBKAXdvYnUpisbFY8XoIP5CdvdPwokyuVS38BpebyiehHcfpFCZ8AYIajJaT4JgT-QQepvUHMGIjJr-_U6e2xjwvhHqb_ARssW-eflB47YRdBnbAPKoar11rFOfsveAmhQbOTbt9_8GN2rZ0tb__7HsBaj3_aueuZSA9FeRipimSzvXvf0owzNWNSa_fjGCfwFyw20L8GuJheUWRaBqQzVua8J7n1SVowcXDGEqm2TvQci3pOS05hPMCRluJbhlFYTTpWVOeo-eDOkC4voLNrk-bzp7G5VCcVX19_AQOzMQtusF17UnJzRxCqoxoc5UstLD2YXJQQS25fs1isLhGPdBIYiAVvN4E7nAP4x7MZhYOEzK7B6ivxLkYNsdEksZHRnz-MmK79juTJUstc7czunIgpC9QprRsxdR5nttJY_NJImfXAzzN7gsT3UFx3F_cuRSeevGgUfc4nvJoYFh3f6dYGmj9QqN2uPgVL9SxqoZuMDvMnt2uVbsCGgE9Wq3HJUYsDU_YpDrfxuckWw9FdlknY47b5PuecllAOpm7yckYWwAvzRxuqC35kwfm5NprwynC83bWD27JRtrDgLYAYiUqlgtO5Hz-1CURAv9IoYpsukJIfsn3K7Wm,https://99.co/singapore/condos-apartments/the-tampines-trilliant,11,1.51,TAMPINES WEST MRT STATION (DT31),0.76,NTUC FAIRPRICE TAMPINES CENTRAL COMMUNITY COMPLEX,0.55,ANGSANA PRIMARY SCHOOL
SUMMERDALE,BOON LAY DRIVE,22,Executive Condominium,3.0,"3,900",110 to 120,"1,200 to 1,300",Feb-22,649925,1.342516991857708,103.7117340701941,2 BOON LAY DRIVE SUMMERDALE SINGAPORE 649925,SUMMERDALE,BOON LAY DRIVE,SUMMERDALE Singapore,matched,,True,2000,matched,[masked:19e7c644fecd],gAAAAABqkEQE0mJN8i8J26xFhEPC2LtwRL7v-1pteSlIHH4yrp_E_DhFZvgGy_n5Aqn7JxgJafKy9e2dvDVrgi5fLfEKU_k4gYDEjRHzg5o9nPR-cFsls77hM1aNuZjIUv2Wgle-3V4pKk7NDHLeek9nCwbKhNwwye7VZgEANswoR8o9eyHN6jrHm4klfOIsLW2STSzfnxaftU1E4GvXDam7765vWQiCxBniuvnPBIUGW-A6eQ82OA-NLODhAxpBCFRuoNUeyOg96hUfubls7euyjLln7EY-sNtQ9KNMfIZDqn3dVtjT_bP8m2CZAsNvRp-TuT3Wol-AZlvezItiAz_6IamAgvASQPSQc220wXCz86yDLAGxHlj_Hw-CKf7L3yTtJyRN0tBUGwmk6IypymOKGpaW72ak23HDfQAiqWifYJTMVbUawslhmP6kouVS27in-S3CqXpV6Lp_40-4OIm1-SZq0TRmXQyaxvFlm6BXjhjTKng9KWWG6jzowIxU6x-rgKEii_uqSp44XRrOsPt260HYs3BoEHmy0QPTz5DJaRPMzAUuJaTGU7-g8CjeRLkZs_0n2dan72gwrRhzVLAmqPUEdrr22hfSEpFSlR3SDdcoX_gum43bXYulmTZrrdVIUdHgvoyzCJPhk14lEgWlvQzk4D5IkEfE-mH2pw59ITo1_fccpT1IbcsvpK5oP4uHlEwp6BK7Cz17p4ZZ1xsyWR-47zmaVAM9BxI1pxBjCOMbmPxU4EsiXJE_MCvDpEdsIsRCJ2kWoXjdlK4IROB-SaZAsrv6xWaffmNhZSojTuxSh0M4XmLM7zlIsQ3QSyReSQ2M2QNBpqRT-KHHZtirT6KpYPzW5Lz0jBSmAcP3hio5rNYw3j220tc5xNW1OUAP2NLUagNBB2iOu7RrOunnB9rGU-WYe0wN9By7YRn1_7eXfNRNgqWUKJBH1VsabFXd0l3T1nblNCVK2ugkIB0tM5eENe5uT3vcN6ZmZHvecGwoELR4cDV_FGS1lcf-4OA-FESpHCLivfcfAgRGosdLj_OVQ2VVPjDR12VKGcq-vF5EkMl2AIM=,https://www.99.co/singapore/condos-apartments/summerdale,26,0.77,BOON LAY MRT STATION (EW27),1.27,NTUC FAIRPRICE TAMAN JURONG SHOPPING CENTRE,0.88,RULANG PRIMARY SCHOOL
LAKE LIFE,TAO CHING ROAD,22,Executive Condominium,3.0,"3,400",100 to 110,"1,100 to 1,200",Feb-22,618721,1.332155389901202,103.7238176154975,2 TAO CHING ROAD LAKE LIFE SINGAPORE 618721,LAKE LIFE,TAO CHING ROAD,LAKE LIFE Singapore,matched,,True,2016,matched,[masked:b501ae5def12],gAAAAABqkEQFmZ_4efXW5Os3fuRrtfYlVar37e-pPeVLFmxsvkQ-446qSlnhGY_JU0cF19N5duLDno8oUXojKExRnZSjVHtwb2Gk85JHCqBA1aYLPHneCS0cDhC9Gd-dIVP3e3JUG5FZ8bTMXiCSm2ZUYhnBCkTCDruF4yvLgabxKvTZqq0gvPvNyRtlLD9hfnubjKjqIHlwm7ZVlCxR_qAGQKgmB9MwiiK4v2MYG08VmTIfiIn_eV4FnIBAQp7pWPRSO72pDYJptr2gS3Yxyvt4OYcgqH7n9zjsxTYvVJ-mwPIXpEdyYirCVsXWVPPHbXoTVA7TioBn1nEnCq3J-BnlapcVivjj0sqJwboGG-sEb_6mbDbe6XqPXpvH8EjDFM4FlPWsi7RrmKBdbobkb0yR1UQglCQi7Fym50iAFPa99XNAo3Zfas3M9mdLj3a7rkrD9jQJgffcUIoeYGSbnph3jPHOu-YcMF2vuTN3KgRQUkXjp7MqWCU7WW2W3jtaMPnu6bHIqemkdDC16yy5ItI652gpMX9TIxMgimJP9Vq8otbtjALsfXQY3FaZ4ZvcxFw7AjEcDFmEC_BrLFjQ8cnK5D7-_Rc60lu_VIjn0621UcnI9EOmL5nNe-Lta11Z6vxGqH9BSbFHqz9fCjLwkGRI8s8rxz20ZpdX6ebSLd6ZOo6tJQcgq1dREnGKHaK3PHjZEZjsqJix0nocl29d8LPwrSsDXSd0JdCqnO1fARyMg2z_GrQA54HAR8I50z6XjN_8ulgvpOwLl-f5yv4S-8lpf_m9hjRvRfKthDwVv8eLM31m1_l5w9dzTruOaYMER6xMy_xy59K2xZ8V8VSISQQijz5MHIsdGXzJARseWkuZHaUAUUhfRKzXJC0hsUxmmGKJudi2i3oWRUD0Q766VEvJhGwRFE-yFEniarT4jPQchxsQq40audLSlsVnNP5dAvZC4TFwcV110_n1RccxzpTR3ai-v12j3fJLul5DUmvx7Gp3fZVN4NFNgRAQxvolcSUe9wiXEG0S2lhiMt5pEeR15bupXm7K97IKXJNTdeSzDY15ZUVqVy8=,https://cos.sg/product/lake-life,10,1.38,LAKESIDE MRT STATION (EW26),0.51,NTUC FAIRPRICE TAMAN JURONG SHOPPING CENTRE,1.45,FUHUA PRIMARY SCHOOL
